query,seed_ortholog,GOs
g1480,EOY24416,"GO:0000287,GO:0003674,GO:0003824,GO:0004805,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0005984,GO:0005991,GO:0005992,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009058,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016051,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019203,GO:0034637,GO:0040007,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044424,GO:0044444,GO:0044464,GO:0046351,GO:0046872,GO:0071704,GO:0071944,GO:1901576"
g1544,EOY21924,"GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363"
g973,Gorai.006G057000.1,"GO:0003674,GO:0003824,GO:0004553,GO:0004567,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0008150,GO:0008152,GO:0008422,GO:0009505,GO:0015923,GO:0015926,GO:0016787,GO:0016798,GO:0022626,GO:0030312,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0047668,GO:0071704,GO:0071944,GO:0080079,GO:0080081,GO:0080082,GO:0080083,GO:1901135,GO:1901657,GO:1990904"
g1032,Gorai.004G135200.1,"GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006810,GO:0006839,GO:0008150,GO:0016020,GO:0016021,GO:0019866,GO:0022857,GO:0031090,GO:0031224,GO:0031966,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0051179,GO:0051234,GO:0055085"
g1564,EOY21964,"GO:0003674,GO:0003824,GO:0004497,GO:0008150,GO:0008152,GO:0016491,GO:0055114"
g2664,EOY24765,"GO:0000323,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005765,GO:0005768,GO:0005773,GO:0005774,GO:0005783,GO:0005789,GO:0005798,GO:0012505,GO:0016020,GO:0016021,GO:0030176,GO:0030660,GO:0031090,GO:0031224,GO:0031227,GO:0031410,GO:0031982,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0071458,GO:0071556,GO:0097708,GO:0098552,GO:0098553,GO:0098554,GO:0098562,GO:0098588,GO:0098805,GO:0098827,GO:0098852"
g2851,Gorai.004G175700.1,"GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004693,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0009605,GO:0009607,GO:0009615,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0032501,GO:0032502,GO:0036211,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0048366,GO:0048367,GO:0048731,GO:0048827,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051704,GO:0051707,GO:0051726,GO:0065007,GO:0071704,GO:0097472,GO:0099402,GO:0140096,GO:1901564"
g2881,EOX96677,"GO:0000003,GO:0003006,GO:0003674,GO:0003700,GO:0006355,GO:0007275,GO:0008150,GO:0009555,GO:0009790,GO:0009791,GO:0009793,GO:0009889,GO:0009890,GO:0009892,GO:0010154,GO:0010262,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0022414,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0032502,GO:0045892,GO:0045934,GO:0048229,GO:0048316,GO:0048519,GO:0048523,GO:0048608,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0055046,GO:0060255,GO:0061458,GO:0065007,GO:0080090,GO:0140110,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141"
g561,EOY24907,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005770,GO:0006810,GO:0006811,GO:0006812,GO:0006885,GO:0008150,GO:0012505,GO:0015672,GO:0031410,GO:0031982,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0044424,GO:0044444,GO:0044464,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0055067,GO:0055080,GO:0065007,GO:0065008,GO:0097708,GO:0098771"
g746,EOY22351,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009941,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464"
g2308,EOY25209,"GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009579,GO:0009987,GO:0010287,GO:0016491,GO:0016651,GO:0042180,GO:0042181,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0050896,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:1901004,GO:1901006,GO:1901576,GO:1901661,GO:1901663"
g2336,EOY21126,"GO:0000122,GO:0000976,GO:0000977,GO:0000981,GO:0000982,GO:0001012,GO:0001067,GO:0001078,GO:0001227,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006082,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0006950,GO:0006952,GO:0006970,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009416,GO:0009605,GO:0009607,GO:0009617,GO:0009628,GO:0009636,GO:0009642,GO:0009651,GO:0009696,GO:0009697,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010188,GO:0010310,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010817,GO:0016053,GO:0016070,GO:0016999,GO:0017000,GO:0017144,GO:0018130,GO:0018958,GO:0019219,GO:0019222,GO:0019438,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032774,GO:0032787,GO:0034641,GO:0034645,GO:0034654,GO:0042221,GO:0042445,GO:0042446,GO:0042537,GO:0042742,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0045892,GO:0045934,GO:0046189,GO:0046394,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051193,GO:0051252,GO:0051253,GO:0051704,GO:0051707,GO:0060255,GO:0065007,GO:0065008,GO:0071704,GO:0072330,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0098542,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1901615,GO:1901617,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2000377,GO:2001141"
g2288,EOY25137,"GO:0000003,GO:0000166,GO:0000825,GO:0003006,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0006066,GO:0006793,GO:0006796,GO:0007275,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009791,GO:0009987,GO:0010154,GO:0010264,GO:0016301,GO:0016310,GO:0016311,GO:0016740,GO:0016772,GO:0016773,GO:0016787,GO:0016788,GO:0016791,GO:0017076,GO:0017144,GO:0019637,GO:0019751,GO:0022414,GO:0030554,GO:0032501,GO:0032502,GO:0032553,GO:0032555,GO:0032559,GO:0032958,GO:0033517,GO:0035639,GO:0036094,GO:0042578,GO:0043167,GO:0043168,GO:0043647,GO:0044237,GO:0044281,GO:0044283,GO:0046165,GO:0046173,GO:0047325,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0051717,GO:0051765,GO:0051766,GO:0052725,GO:0052726,GO:0052743,GO:0052745,GO:0061458,GO:0071704,GO:0090407,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901576,GO:1901615,GO:1901617"
g2316,EOY25226,"GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0042802,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141"
g1327,Gorai.004G192000.1,"GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0009605,GO:0009607,GO:0009624,GO:0015075,GO:0015171,GO:0015318,GO:0015711,GO:0015849,GO:0016020,GO:0022857,GO:0034220,GO:0043207,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0051704,GO:0051707,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098656,GO:1903825,GO:1905039"
g2244,Gorai.004G186400.1,"GO:0000003,GO:0000122,GO:0000578,GO:0000902,GO:0001654,GO:0001655,GO:0001700,GO:0001708,GO:0001736,GO:0001737,GO:0001738,GO:0001745,GO:0001751,GO:0001752,GO:0001754,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0002164,GO:0002165,GO:0002168,GO:0003002,GO:0003006,GO:0003008,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005911,GO:0005918,GO:0005923,GO:0005938,GO:0006355,GO:0006357,GO:0007028,GO:0007043,GO:0007154,GO:0007163,GO:0007164,GO:0007165,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007308,GO:0007309,GO:0007314,GO:0007315,GO:0007318,GO:0007350,GO:0007351,GO:0007389,GO:0007391,GO:0007399,GO:0007423,GO:0007444,GO:0007464,GO:0007472,GO:0007476,GO:0007552,GO:0007560,GO:0007610,GO:0007611,GO:0007613,GO:0007635,GO:0008104,GO:0008150,GO:0008283,GO:0008285,GO:0008358,GO:0008544,GO:0008593,GO:0008595,GO:0009314,GO:0009416,GO:0009628,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009798,GO:0009880,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009913,GO:0009948,GO:0009952,GO:0009966,GO:0009987,GO:0009994,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010646,GO:0016020,GO:0016043,GO:0016323,GO:0016327,GO:0016328,GO:0016331,GO:0016332,GO:0016333,GO:0016334,GO:0016335,GO:0016336,GO:0019219,GO:0019222,GO:0019953,GO:0019991,GO:0021700,GO:0022008,GO:0022412,GO:0022414,GO:0022607,GO:0023051,GO:0023052,GO:0030010,GO:0030011,GO:0030030,GO:0030054,GO:0030100,GO:0030154,GO:0030182,GO:0030707,GO:0030714,GO:0030855,GO:0030859,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031594,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0032989,GO:0033036,GO:0034329,GO:0034330,GO:0034332,GO:0034333,GO:0035088,GO:0035089,GO:0035090,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035282,GO:0035295,GO:0035315,GO:0035316,GO:0035317,GO:0040008,GO:0042048,GO:0042058,GO:0042067,GO:0042127,GO:0042221,GO:0042706,GO:0043296,GO:0043297,GO:0044085,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0044703,GO:0045165,GO:0045169,GO:0045175,GO:0045178,GO:0045186,GO:0045197,GO:0045198,GO:0045199,GO:0045202,GO:0045216,GO:0045570,GO:0045571,GO:0045892,GO:0045926,GO:0045934,GO:0046425,GO:0046530,GO:0046552,GO:0046620,GO:0046621,GO:0048056,GO:0048468,GO:0048469,GO:0048477,GO:0048513,GO:0048519,GO:0048523,GO:0048563,GO:0048569,GO:0048583,GO:0048592,GO:0048598,GO:0048599,GO:0048609,GO:0048638,GO:0048640,GO:0048663,GO:0048699,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048749,GO:0048856,GO:0048863,GO:0048869,GO:0050678,GO:0050680,GO:0050789,GO:0050793,GO:0050794,GO:0050803,GO:0050877,GO:0050890,GO:0050896,GO:0051049,GO:0051093,GO:0051128,GO:0051171,GO:0051172,GO:0051179,GO:0051239,GO:0051241,GO:0051252,GO:0051253,GO:0051704,GO:0051716,GO:0051726,GO:0060255,GO:0060429,GO:0060562,GO:0060581,GO:0060627,GO:0061162,GO:0061245,GO:0061326,GO:0061339,GO:0065007,GO:0065008,GO:0070160,GO:0071840,GO:0071944,GO:0072001,GO:0072002,GO:0072089,GO:0080090,GO:0090162,GO:0090596,GO:0097574,GO:0098590,GO:0099568,GO:0120036,GO:1901184,GO:1902531,GO:1902679,GO:1903506,GO:1903507,GO:1904892,GO:1990794,GO:2000026,GO:2000112,GO:2000113,GO:2001141"
g2363,XP_004299290.1,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464"
g2394,Gorai.003G100800.1,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464"
g2454,Gorai.004G205500.1,"GO:0003674,GO:0005488,GO:0005507,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006873,GO:0006875,GO:0006878,GO:0008047,GO:0008150,GO:0008270,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009987,GO:0016530,GO:0016531,GO:0016532,GO:0019725,GO:0030003,GO:0030234,GO:0042592,GO:0043085,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044093,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0046916,GO:0048878,GO:0050790,GO:0050801,GO:0055065,GO:0055070,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0065009,GO:0098771,GO:0098772,GO:0140104"
g725,EOY22424,"GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0008150,GO:0022613,GO:0030684,GO:0030687,GO:0031974,GO:0031981,GO:0032991,GO:0042254,GO:0042273,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0070013,GO:0071840,GO:1990904"
g880,EOY23443,"GO:0000003,GO:0003006,GO:0003674,GO:0003700,GO:0006355,GO:0007275,GO:0008150,GO:0009790,GO:0009791,GO:0009793,GO:0009889,GO:0010154,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0022414,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0048316,GO:0048366,GO:0048367,GO:0048608,GO:0048731,GO:0048825,GO:0048827,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0061458,GO:0065007,GO:0080090,GO:0099402,GO:0140110,GO:1903506,GO:2000112,GO:2001141"
g2834,EOY25375,"GO:0000932,GO:0000956,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006401,GO:0006402,GO:0006417,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010603,GO:0010605,GO:0010606,GO:0010608,GO:0010629,GO:0010638,GO:0016070,GO:0016071,GO:0017148,GO:0019222,GO:0019439,GO:0031086,GO:0031087,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031334,GO:0032268,GO:0032269,GO:0032991,GO:0033043,GO:0034248,GO:0034249,GO:0034641,GO:0034655,GO:0035770,GO:0036464,GO:0042802,GO:0042803,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043254,GO:0044087,GO:0044089,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046700,GO:0046983,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0090305,GO:1901360,GO:1901361,GO:1901575,GO:1902115,GO:1902117,GO:1990904,GO:2000112,GO:2000113"
g2863,EOY25432,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006996,GO:0008150,GO:0009368,GO:0009507,GO:0009526,GO:0009532,GO:0009534,GO:0009535,GO:0009536,GO:0009570,GO:0009579,GO:0009657,GO:0009658,GO:0009840,GO:0009941,GO:0009987,GO:0016020,GO:0016043,GO:0031967,GO:0031975,GO:0031976,GO:0031984,GO:0032991,GO:0034357,GO:0040034,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0048506,GO:0048509,GO:0048510,GO:0050789,GO:0050793,GO:0055035,GO:0065007,GO:0071840"
g2864,EOY25432,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006996,GO:0008150,GO:0009368,GO:0009507,GO:0009526,GO:0009532,GO:0009534,GO:0009535,GO:0009536,GO:0009570,GO:0009579,GO:0009657,GO:0009658,GO:0009840,GO:0009941,GO:0009987,GO:0016020,GO:0016043,GO:0031967,GO:0031975,GO:0031976,GO:0031984,GO:0032991,GO:0034357,GO:0040034,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0048506,GO:0048509,GO:0048510,GO:0050789,GO:0050793,GO:0055035,GO:0065007,GO:0071840"
g1955,EOY24518,"GO:0000041,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006855,GO:0008150,GO:0009987,GO:0010033,GO:0010035,GO:0010037,GO:0010119,GO:0015238,GO:0015691,GO:0015893,GO:0016020,GO:0022857,GO:0030001,GO:0035690,GO:0042221,GO:0042493,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051235,GO:0051238,GO:0051716,GO:0055085,GO:0065007,GO:0065008,GO:0070838,GO:0070887,GO:0071241,GO:0071244,GO:0071944,GO:0072347,GO:0072511,GO:1901700,GO:1901701,GO:1902456"
g1272,Gorai.004G188100.1,"GO:0001101,GO:0003674,GO:0003824,GO:0004439,GO:0004445,GO:0005975,GO:0006066,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0007275,GO:0008150,GO:0008152,GO:0009056,GO:0009719,GO:0009725,GO:0009737,GO:0009791,GO:0009845,GO:0009987,GO:0010033,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019637,GO:0019751,GO:0030258,GO:0032501,GO:0032502,GO:0032957,GO:0033993,GO:0034485,GO:0034593,GO:0034594,GO:0034595,GO:0042221,GO:0042578,GO:0043647,GO:0044237,GO:0044238,GO:0044255,GO:0044262,GO:0044281,GO:0044282,GO:0046030,GO:0046164,GO:0046174,GO:0046434,GO:0046486,GO:0046488,GO:0046838,GO:0046839,GO:0046855,GO:0046856,GO:0048856,GO:0050896,GO:0052745,GO:0052866,GO:0071545,GO:0071704,GO:0090351,GO:0097305,GO:0106019,GO:1901575,GO:1901615,GO:1901616,GO:1901700"
g1882,EOY20701,"GO:0001655,GO:0001822,GO:0001889,GO:0001894,GO:0001895,GO:0001947,GO:0002009,GO:0003007,GO:0003143,GO:0003205,GO:0003230,GO:0003279,GO:0003283,GO:0003341,GO:0003351,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005929,GO:0006928,GO:0006996,GO:0007017,GO:0007018,GO:0007275,GO:0007368,GO:0007369,GO:0007389,GO:0007507,GO:0008150,GO:0009653,GO:0009790,GO:0009799,GO:0009855,GO:0009887,GO:0009888,GO:0009966,GO:0009968,GO:0009987,GO:0010646,GO:0010648,GO:0016043,GO:0022603,GO:0022607,GO:0023051,GO:0023057,GO:0030030,GO:0030031,GO:0030111,GO:0030178,GO:0030323,GO:0030324,GO:0031016,GO:0032501,GO:0032502,GO:0035050,GO:0035239,GO:0035295,GO:0035469,GO:0042592,GO:0042995,GO:0043226,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0044782,GO:0045494,GO:0045595,GO:0045596,GO:0045995,GO:0048496,GO:0048513,GO:0048519,GO:0048523,GO:0048562,GO:0048565,GO:0048568,GO:0048583,GO:0048585,GO:0048598,GO:0048729,GO:0048731,GO:0048732,GO:0048856,GO:0048871,GO:0050789,GO:0050793,GO:0050794,GO:0051093,GO:0051239,GO:0051960,GO:0055123,GO:0060026,GO:0060027,GO:0060249,GO:0060271,GO:0060287,GO:0060429,GO:0060541,GO:0060562,GO:0060828,GO:0060993,GO:0061008,GO:0061371,GO:0065007,GO:0065008,GO:0070925,GO:0071840,GO:0071907,GO:0071908,GO:0071909,GO:0071910,GO:0072001,GO:0072189,GO:0072359,GO:0090090,GO:0090175,GO:0090178,GO:0120025,GO:0120031,GO:0120036,GO:1905276,GO:1905330,GO:2000026,GO:2000027,GO:2000050,GO:2000095,GO:2000167"
g2471,Gorai.006G210400.1,"GO:0000075,GO:0000077,GO:0000278,GO:0002181,GO:0002183,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003743,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005840,GO:0005850,GO:0005851,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0006950,GO:0006974,GO:0007049,GO:0007093,GO:0007346,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0010564,GO:0010948,GO:0019538,GO:0022402,GO:0031570,GO:0031571,GO:0032991,GO:0033290,GO:0033554,GO:0034641,GO:0034645,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043603,GO:0043604,GO:0043614,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044773,GO:0044774,GO:0044783,GO:0044819,GO:0044877,GO:0045786,GO:0045930,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0051726,GO:0065007,GO:0070993,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901987,GO:1901988,GO:1901990,GO:1901991,GO:1902806,GO:1902807,GO:1903047,GO:1990904,GO:2000045,GO:2000134"
g2500,EOY24652,"GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010033,GO:0010200,GO:0010243,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0042221,GO:0042493,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1901698,GO:1901700,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141"
g1482,EOY24411,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464"
g1578,EOY25055,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0006950,GO:0006970,GO:0008150,GO:0009628,GO:0009651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0050896"
g1309,Gorai.004G191200.1,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464"
g1370,EOY24257,"GO:0003674,GO:0003824,GO:0004439,GO:0004721,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0008138,GO:0008150,GO:0008152,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019538,GO:0034593,GO:0034595,GO:0036211,GO:0042578,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0052866,GO:0071704,GO:0106019,GO:0140096,GO:1901564"
